pali,thai
อิติ,ว่า
พฺราหฺมณ,ดูก่อนพราหมณ์
เอส ปญฺโห โข,ปัญหาข้อนี้
(ตยา),อันท่าน
น ปุจฺฉิตพฺโพ,ไม่ควรถาม
เอวํ,อย่างนี้
พฺราหฺมณ,ดูก่อนพราหมณ์
เอส นาม ปญฺโห,ธรรมดาปัญหานี้
(ตยา),อันท่าน
ปุจฺฉิตพฺโพ,ควรถาม
เอวํ,อย่างนี้
อยํ ปริสา,บริษัทนี้
ปริภเวยฺย,พึงดูหมิ่น
มํ,ซึ่งเรา
เตน,เพราะการถามปัญหานั้น
อิติ,ว่า
พฺราหฺมโณ,พราหมณ์
โสณทณฺโฑ,ผู้มีนามว่าโสณทัณฑะ
พาโล,เป็นคนเขลา
อพฺยตฺโต,เป็นคนไม่ฉลาด
(โหติ),ย่อมเป็น
(พฺราหฺมโณ),พราหมณ์
(โสณทณฺโฑ),ผู้มีนามว่าโสณทัณฑะ
นาสกฺขิ,ไม่อาจแล้ว
ปุจฺฉิตุํ,เพื่อจะถาม
ปญฺหํ,ซึ่งปัญหา
โยนิโส,โดยแยบคาย
สมณํ,กะพระสมณะ
โคตมํ,ผู้มีนามว่าโคดม
ปน,ก็
อยํ ปริสา,บริษัทนี้
ปริภเวยฺย,พึงดูหมิ่น
ยํ (ปุคฺคลํ) โข,ซึ่งบุคคลใด
ยโสปิ,แม้ยศ
ตสฺส (ปุคฺคลสฺส),ของบุคคลนั้น
หาเยถ,พึงเสื่อม
ปน,และ
ยโส,ยส
ยสฺส (ปุคฺคลสฺส) โข,ของบุคคลใด
หาเยถ,พึงเสื่อม
โภคาปิ,แม้โภคสมบัติ ท.
ตสฺส (ปุคฺคลสฺส),ของบุคคลนั้น
หาเยยฺยุํ,ก็พึงเสื่อม
ปน,เพราะว่า
โภคา,โภคสมบัติ ท.
อมฺหากํ,ของเรา ท.
ยโสลทฺธา โข,เป็นของมีเพราะยศ
(โหนฺติ),ย่อมเป็น
จ ปน,หากว่า
สมโณ,พระสมณะ
โคตโม,ผู้มีนามว่าโคดม
ปุจฺเฉยฺย,พึงตรัสถาม
ปญฺหํ,ซึ่งปัญหา
มมํ เอว โข,กะเรานั่นเทียว
จ,และ
อหํ,เรา
น อาราเธยฺยํ,ไม่อาจทรงไว้
จิตฺตํ,ซึ่งพระทัย
ตสฺส,ของพระสมณะโคดมนั้น
เวยฺยากรเณน,ด้วยการกล่าวแก้
ปญฺหสฺส,ซึ่งปัญหา
เจ,หากว่า
สมโณ,พระสมณะ
โคตโม,ผู้มีนามว่าโคดม
วเทยฺย,พึงตรัส
มํ,กะเรา
ตตฺร (ปญฺเห),ในปัญหานั้น
เอวํ,อย่างนี้
อิติ,ว่า
พฺราหฺมณ,ดูก่อนพราหมณ์
เอส ปญฺโห,ปัญหานี้
(ตยา),อันท่าน
น โข พฺยากาตพฺโพ,ไม่ควรกล่าวแก้
เอวํ,อย่างนี้
พฺราหฺมณ,ดูก่อนพราหมณ์
เอส นาม ปญฺโห,ธรรมดาปัญหานี้
(ตยา),อันท่าน
พฺยากาตพฺโพ,ควรกล่าวแก้
เอวํ,อย่างนี้
อยํ ปริสา,บริษัทนี้
ปริภเวยฺย,พึงดูหมิ่น
มํ,ซึ่งเรา
เตน,เพราะการกล่าวแก้ปัญหานั้น
อิติ,ว่า
พฺราหฺมโณ,พราหมณ์
โสณทณฺโฑ,ผู้มีนามว่าโสณทัณฑะ
พาโล,เป็นคนเขลา
อพฺยตฺโต,เป็นคนไม่ฉลาด
(โหติ),ย่อมเป็น
(พฺราหฺมโณ),พราหมณ์
(โสณทณฺโฑ),ผู้มีนามว่าโสณทัณฑะ
นาสกฺขิ,ไม่อาจแล้ว
อาราเธตุํ,เพื่อจะทรงไว้
จิตฺตํ,ซึ่งพระทัย
สมณสฺส,ของพระสมณะ
โคตมสฺส,ผู้มีนามว่าโคดม
เวยฺยากรเณน,ด้วยการกล่าวแก้
ปญฺหสฺส,ซึ่งปัญหา
ปน,ก็
อยํ ปริสา,บริษัทนี้
ปริภเวยฺย,พึงดูหมิ่น
ยํ (ปุคฺคลํ) โข,ซึ่งบุคคลใด
ยโสปิ,แม้ยศ
ตสฺส (ปุคฺคลสฺส),ของบุคคลนั้น
หาเยถ,พึงเสื่อม
ปน,และ
ยโส,ยศ
ยสฺส (ปุคฺคลสฺส) โข,ของบุคคลใด
หาเยถ,พึงเสื่อม
โภคาปิ,แม้โภคสมบัติ ท.
ตสฺส (ปุคฺคลสฺส),ของบุคคลนั้น
หาเยยฺยุํ,ก็พึงเสื่อม
ปน,เพราะว่า
โภคา,โภคสมบัติ ท.
อมฺหากํ,ของเรา ท.
ยโสลทฺธา โข,เป็นของมีเพราะยส
(โหนฺติ),ย่อมเป็น
อโห วต,โอหนอ
สมโณ,ขอพระสมณะ
โคตโม,ผู้มีนามว่าโคดม
ปุจฺเฉยฺย,พึงตรัสถาม
ปญฺหํ,ซึ่งปัญหา
มํ,กะเรา
เตวิชฺชเก,ในเรื่องเกี่ยวกับไตรเพท
อาจริยเก,อันเป็นของอาจารย์
สเก,ของตน
อหํ,เรา
อาราเธยฺยํ,พึงทรงไว้
จิตฺตํ,ซึ่งพระทัย
อสฺส,ของพระสมณะโคดมนั้น
เวยฺยากรเณน,ด้วยการกล่าวแก้
ปญฺหสฺส,ซึ่งปัญหา
อทฺธา วต,แน่แท้ทีเดียว
พฺราหฺมณปญฺญตฺติ,เหตุแห่งการบัญญัติว่าเป็นพราหมณ์
,[
,๓๐๙]
อถ โข,ครั้งนั้น
เอตํ=เอโส (ปริวิตกฺโก),พระดำรินี้
อโหสิ,ได้มีแล้ว
ภควโต,แก่พระผู้มีพระภาค
,อีกนัยหนึ่ง
เอตํ=เอโส (ปริวิตกฺโก),พระดำรินี้
ภควโต,ของพระผู้มีพระภาค
อโหสิ,ได้มีแล้ว
อญฺญาย,เพราะทรงทราบ
เจโตปริวิตกฺกํ,ซึ่งความคิดในใจ
พฺราหฺมณสฺส,ของพราหมณ์
โสณทณฺฑสฺส,ผู้มีนามว่าโสณทัณฑะ
เจตสา,ด้วยพระหทัย
อิติ,ว่า
พฺราหฺมโณ,พราหมณ์
โสณทณฺโฑ,ผู้มีนามว่าโสณทัณฑะ
อยํ,นี้
วิหญฺญติ โข,ย่อมลำบาก
จิตฺเตน,ด้วยใจ
